7349,No candidate mentioned,0,None of the above,0,You can't accuse the #GOPDebate of being bigoted because they had a token woman &amp; both a token black &amp; Hispanic.,Antar,Mountain Time (US & Canada)
7350,No candidate mentioned,0,None of the above,0,After watching the #GOPDebate.../ Garbage  Opression Prejudice  debate..… https://t.co/LqdSrbJML4,"ï¿½T: 39.093515,-94.565434",Central Time (US & Canada)
7351,Donald Trump,0,None of the above,0,@realDonaldTrump pretty much eliminates the need for political satire. The man's a walking @TheOnion article. #GOPDebate,"Orlando, FL",Unknown
7352,No candidate mentioned,0,None of the above,0,I'm noticing that NONE of the republicans can give a straight answer. #GOPDebate #GOPClownCar,"Longview, WA",Mountain Time (US & Canada)
7353,Ted Cruz,0,None of the above,0,#TedCruz Let's get rid of every executive action ever and get rid of everything I don't believe in despite of popular belief #GOPDebate,Unknown,Pacific Time (US & Canada)
7354,No candidate mentioned,0,None of the above,0,"“I’ve been very nice to you,” Trump told Kelly, “although I could probably maybe not be.” #GOPDebate http://t.co/1bCQcmLFry","New York, NY",Unknown
7355,No candidate mentioned,1,Immigration,0,@wxyzdetroit Who's the real illegal alien #GOPDEbate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,America,Eastern Time (US & Canada)
7356,No candidate mentioned,0,Racial issues,30,"RT @samswey: The police divide us by policing black communities in a more violent way, giving us different realities re: police violence. #…",Unknown,Unknown
7357,No candidate mentioned,1,None of the above,0,Spot on!  #GOPDebate  https://t.co/TreFevibWU,"Hamilton County, IN",Eastern Time (US & Canada)
7358,Scott Walker,1,None of the above,0,Scott Walker Video Highlights from the #gopdebate https://t.co/1YBWUAMd4o via @YouTube,"Mauldin, SC",Quito
7359,Ben Carson,2,None of the above,0,.@RealBenCarson is a class act #GOPDebate,"Nashville, TN",Quito
7360,No candidate mentioned,1,None of the above,29,"RT @SonarJose: Meanwhile, in the @nbcsnl writer's room tonight...
#FoxDebate #GOPDebate http://t.co/QvM1vC3bZ3",315,Atlantic Time (Canada)
7361,No candidate mentioned,0,None of the above,20,RT @JohnGGalt: I'm ready to fire all politicians! #MakeAmericaGreatAgain #GOPDebate,Unknown,Unknown
7362,No candidate mentioned,0,None of the above,0,Summer has been fun and I'm not quite sure of how I feel about the fact that it is AUGUST. The politics and the #GOPDebate  makes it worse󾌠󾌧,MD,Unknown
7363,No candidate mentioned,0,Women's Issues (not abortion though),4,RT @HYRedmond: #GOPDebate waited for candidate to jump in after #rosie comment to say NO ONE should speak about women like that. Would have…,Unknown,Ljubljana
7364,No candidate mentioned,0,None of the above,0,Summer has been fun and I'm not quite sure of how I feel about the fact that it is AUGUST. The politics and the #GOPDebate  makes it worse😠😍,MD,Unknown
7365,No candidate mentioned,0,None of the above,25,"Common refrain at #GOPDebate? Blame political correctness for unpopularity of GOP positions -- vs, I dunno, UNPOPULARITY OF THOSE POSITIONS!",here and there,Eastern Time (US & Canada)
7366,No candidate mentioned,0,FOX News or Moderators,0,".@CorrectRecord @HillaryClinton
 FOX/GOP Party Hunger Games-Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut",Florida Central West Coast,America/New_York
7367,No candidate mentioned,0,None of the above,0,There were quite a few Social liberals on last night’s #GOPDebate stage …jus saying @Varneyco,Las Vegas,Pacific Time (US & Canada)
7368,No candidate mentioned,2,None of the above,0,#GOPdebate: Early numbers suggest record audience ... http://t.co/AsONS3bsG6,"Boca Raton, Florida USA",Eastern Time (US & Canada)
7369,No candidate mentioned,0,None of the above,3,You have no clue what silent majority is thinking.Your mindset comes frm 2% of pop. You're out of touch. #GOPDebate  https://t.co/mNVfxqEvMk,Southern and proud.,Central Time (US & Canada)
7370,Rand Paul,0,Jobs and Economy,11,RT @ancapkatie: Rand don't call yourself a Reagan conservative let's just remember how many times he raised taxes #GOPDebate,Unknown,Unknown
7371,No candidate mentioned,1,None of the above,0,Very nice of the #GOPDebate for making themselves a joke to fill the void on an honest heartfelt #JonVoyage evening,Fucking Paradise.,Pacific Time (US & Canada)
7372,Marco Rubio,2,None of the above,0,"Rubio, Cruz  and Carson were the top  dawgs  in last night's debate. -Walker  and Huckabee  also had great   mments.#GOPDebate",Unknown,Pacific Time (US & Canada)
7373,No candidate mentioned,1,None of the above,1,RT @ordynerry: Wanna know how to rally our generation to care about the next presidential election? Get them to watch The West Wing. #GOPDe…,The Lovely State of NJ,Eastern Time (US & Canada)
7374,Jeb Bush,0,FOX News or Moderators,0,"@BillOReilyTV @FoxNews : Bill detests Jeb, and he shows it on his program. Not fair.#GOPDebate",USA,Central Time (US & Canada)
7375,Donald Trump,0,FOX News or Moderators,0,Lost a lot of respect for @FoxNews @megynkelly &amp; @BretBaier for their treatment of @realDonaldTrump during the #GOPDebate #notfairorbalanced,Unknown,Georgetown
7376,No candidate mentioned,1,Abortion,0,So...I was working last night and couldn't watch the #GOPdebate. Anybody issue a solid call to #DefundPP and #StopPrenatalInfanticide?,"Moscow, Idaho",Pacific Time (US & Canada)
7377,Rand Paul,2,None of the above,0,I'm really impressed with @RandPaul 's ability to NOT roll his eyes at @ChrisChristie #GOPDebate,Minnesota,Central Time (US & Canada)
7378,No candidate mentioned,0,FOX News or Moderators,4,Right! Do u think survivors of the FOX Massacre Debate realize that? #GOPDebate #FoxDebate  https://t.co/DtVsB531LT,"Middle Georgia, USA",Eastern Time (US & Canada)
7379,Donald Trump,0,None of the above,0,This is so f*%king entertaining it should be ILLEGAL! #GOPDebate http://t.co/9johDuI7M9 via @theblaze,"Eau Claire, Wisconsin",Central Time (US & Canada)
7380,No candidate mentioned,0,None of the above,3,Misogyny is ugly. It's even uglier when it's cheered and unchecked. #GOPDebate #OMGOP #RetrumplicanParty #UniteBlue http://t.co/trr03fXFZG,Worldwide!,Eastern Time (US & Canada)
7381,No candidate mentioned,0,Abortion,0,"Is ""I know someone who decided against abortion"" the new ""I have black friends""? #GOPDebate","charlotte, north carolina",Central Time (US & Canada)
7382,No candidate mentioned,0,None of the above,0,"When the candidates start talking about their upbringing and ""roots"", it always reminds me of this. #GOPdebate

https://t.co/mr38neHaHk","Seattle, WA",Pacific Time (US & Canada)
7383,No candidate mentioned,1,None of the above,2,FactChecking the GOP Debate Late Edition #GOPdebate @joselouis4077 @seedywumps @bimmerella @FredChristian10 @NaphiSoc http://t.co/vYjL9fKXx6,"Albany, USA",Central America
7384,No candidate mentioned,0,None of the above,4,#GOPDebate  looked like fun. Though I think I missed the swimsuit and talent contest rounds. #EveryoneLovesAPrincess http://t.co/oT7dafq8hi,Johannesburg and London,Unknown
7385,No candidate mentioned,1,FOX News or Moderators,7,"Next #GOPDebate: September 16, CNN, same rules as Fox News debate (top 10 &amp; also-rans). Have to think Fiorina makes main one, but who’s out?","Dallas, TX",Central Time (US & Canada)
7386,No candidate mentioned,0,Immigration,0,@FOX2News Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,America,Eastern Time (US & Canada)
7387,No candidate mentioned,1,FOX News or Moderators,12,RT @iSocialFanz: Who would have thought some silly social media site called #Facebook would one day sponsor #GOPDebate @FoxNews,Unknown,Unknown
7388,No candidate mentioned,0,Religion,0,Martha MacCallum gets credit for asking whether Christians have a religious liberty double-standard for Muslims #GOPDebate #toughquestions,Banks of the Old Raritan,Eastern Time (US & Canada)
7389,No candidate mentioned,1,None of the above,0,“@TheEconomist: A clear winner of the evening? Carly Fiorina #GOPDebate http://t.co/7kTIQPddoT http://t.co/N3TKqx2Ka7”.  Agree or disagree?,Nashville,Mountain Time (US & Canada)
7390,Marco Rubio,2,None of the above,0,...and that's why he's the only one who can lead the #NewAmericanCentury! #StudentsForRubio #GOPDebate  https://t.co/rmd1PFxxNZ,"New York, USA",Eastern Time (US & Canada)
7391,No candidate mentioned,2,FOX News or Moderators,0,@FoxNews @CarlyFiorina won these debates hands down. Let's talked about her. #GOPDebate,"NYC & Myrtle Beach, SC",Atlantic Time (Canada)
7392,No candidate mentioned,1,None of the above,0,"Since journalists didn't point it out: not one mention of voting rights in the GOP debate, on 50th anniversary of VRA. #VRA50 #GOPDebate","Washington, D.C.",Unknown
7393,No candidate mentioned,0,Racial issues,0,Ronald Raven is a character created by the GOP to influence children. His sidekick is Klu Klux Klam. #GOPDebate #RickPerry,"Austin, TX",Unknown
7394,No candidate mentioned,0,Women's Issues (not abortion though),0,Unlike @DNCWomen republicans won't vote based solely on gender. Unreal how articulate @CarlyFiorina is compared to @WhiteHouse #GOPDebate,"Philadelphia, PA",Pacific Time (US & Canada)
7395,Chris Christie,2,None of the above,0,"I've never been a huge Christie fan, but he's the ONLY who made it a point to mention entitlement reform. The only one. #GOPDebate",Florida,Eastern Time (US & Canada)
7396,No candidate mentioned,2,None of the above,0,RT Cheryl_Now: Amen! This gentleman definitely has my vote. Love him and what he stands for. #GOPDebate #onpoint #… https://t.co/aNzmdIOrVe,Unknown,Pacific Time (US & Canada)
7397,No candidate mentioned,2,FOX News or Moderators,0,Looks like last night was the highest rated primary debate in history: http://t.co/vJRFUPGVqn #GOPDebate,"St. Louis, Missouri, U.S.A.",Central Time (US & Canada)
7398,No candidate mentioned,0,None of the above,0,"Nothing about the #GOPDebate really matters. If the world is going to be a better place, we need a total sea change in the human condition",Unknown,Unknown
7399,Mike Huckabee,0,Gun Control,2,"RT @sussantweets: #huckabee ""The purpose of military is to kill people and break things!"" #GOPDebate","ÜT: 41.979296,-87.907449",Quito
7400,No candidate mentioned,0,Racial issues,25,@Dreamdefenders and other black activist censored on @instagram after #gopdebate http://t.co/m6aFfsKJmC,Washington DC,Eastern Time (US & Canada)
7401,Jeb Bush,0,Foreign Policy,142,RT @larajakesFP: Jeb Bush says the key to defeating ISIS is voting down the #IranDeal? Iran is fighting ISIS. #GOPDebate,"Waco, TX",Eastern Time (US & Canada)
7402,Donald Trump,2,None of the above,0,"@andykhouri ""never give up your leverage before the negotiation starts"" - Donald #Trump 2015
#GOPDebate 
#TrumpForPresident",The Dungeon,Dublin
7403,No candidate mentioned,1,None of the above,0,Candidates' best lines from the first #GOPdebate from @DCameronSmith http://t.co/i6HvHfV3aZ,"Huntsville, Alabama",Central Time (US & Canada)
7404,No candidate mentioned,1,None of the above,1,RT @MTcowboy3250: REPUBLICAN DEBATE 2016 FULL REPUBLICAN DEBATE VIDEO GOP REPUBLICAN DEBAT... https://t.co/zK56T7GO0s in case you missed it…,Unknown,Pacific Time (US & Canada)
7405,No candidate mentioned,0,None of the above,0,Repealing Dodd-Frank is not wise. #GOPDebate,"Cape Town, Western Cape",Pretoria
7406,No candidate mentioned,0,None of the above,0,The #GOPDebate basically taught us that we don't need to address climate change because god will bless us with a forever clean planet.,The Northern Hemisphere,Eastern Time (US & Canada)
7407,Donald Trump,2,None of the above,1,"bentonlee1: RT DrMartyFox: #Trump Wins Drudge 
Debate Poll 

➡️ By A Landslide 

#TedCruz #2 

#GOPDebate #PJNET🇺🇸… http://t.co/6lZ5pSAFMS",California,Unknown
7408,Donald Trump,0,None of the above,0,I borrowed this from someone else but it is so true. At least he was good for a few laughs. #GOPDebate #Trump http://t.co/JXjn0MJqBy,Shelbyville Ky,Unknown
7409,No candidate mentioned,0,None of the above,0,Just watched a clip of @hardball_chris trying to bully @CarlyFiorina. got his rear handed to him. #GOPDebate,Unknown,Unknown
7410,Donald Trump,0,FOX News or Moderators,59,"Ironic that 2 💪🏼strongest candidates

attacked🔪 silenced🔇

by @FoxNews (⇒now MSM)

#Cruz2016🇺🇸
#CruzCrew🚀
#GOPDebate😑 http://t.co/wHnKOKBwLH",Landof10kLibs✟Matt24✟Jn14:6✟,Unknown
7411,No candidate mentioned,0,None of the above,83,RT @KeeganNYC: SURGEON GENERAL'S WARNING: Drinking every time a #GOPDebate candidate says something stupid will kill you. Seriously: http:/…,"New York, NY",Eastern Time (US & Canada)
7412,No candidate mentioned,1,None of the above,8,"RT @DwayneDavidPaul: *Remembers how much we made fun of W during primaries* 
*Remembers him taking the White House twice* #GOPDebate http:/…","Cameroun, #the best Blogger -",Amsterdam
7413,No candidate mentioned,0,None of the above,0,"If you are still recovering from the #GOPDebate ""Caddyshack"" is on AMC as a proportionate response to that plutocratic bologna.","Austin, New York City",Central Time (US & Canada)
7414,No candidate mentioned,2,None of the above,1,"RT @FiveStarFlicks: I missed the #GOPDebate (driving The Mother Road) but I did take a very satisfying bowel movement in Bushland, Texas. h…","Orange County, CA",Unknown
7415,No candidate mentioned,0,None of the above,0,.@comcast I couldn't even live tweet the #GOPDebate because your internet is so slow. And the world was lesser for that @comcastcares #fail,On the Road,Quito
7416,Donald Trump,2,None of the above,0,"@MSGDannyRet ""never give up your leverage before the negotiation starts"" - Donald #Trump 2015
#GOPDebate 
#TrumpForPresident",The Dungeon,Dublin
7417,No candidate mentioned,0,None of the above,1,RT @AmiraMitch: They were a mess!!! #GOPDebate  https://t.co/93SdCTvcQ9,Unknown,Unknown
7418,Donald Trump,0,Healthcare (including Medicare),4,RT @Catronicus: Trump's Obamacare response was so dumb that it defies imagination #GOPDebate #DumpTrump,"New Jersey, USA",Unknown
7419,No candidate mentioned,0,Jobs and Economy,0,7. What candidates did a better job of talking about issues related to poverty during last night’s #GOPDebate #TalkPoverty @Marisol_Bello,"Washington, DC",Unknown
7420,No candidate mentioned,1,None of the above,0,Me last night watching the #GOPDebate http://t.co/rzkXFGU9SR,Unknown,Central Time (US & Canada)
7421,Mike Huckabee,0,None of the above,0,".@TPM Huckabee's right, which is why he can't be CinC. His site has MLK praying with Jefferson and Lincoln. No car keys for him! #GOPDebate",Unknown,Pacific Time (US & Canada)
7422,No candidate mentioned,1,None of the above,0,"It's true that I avoided live-tweeting the #GOPDebate. Indeed, I had to stop watching. But I do appreciate that they talked about hugging.",Unknown,Quito
7423,No candidate mentioned,0,Racial issues,2,RT @sweetgreatmom: @ABC Comedians won.   America lost.  #GOPDebate was failure of political process.  #BlackLivesMatter is not on their age…,Land of Internet Cats,Atlantic Time (Canada)
7424,No candidate mentioned,1,None of the above,1,RT @KokiStateOfMind: I'm just sleepy. That #GOPDebate last night was exhausting. I might need a beer to wake me up! #InternationalBeerDay h…,Unknown,Unknown
7425,No candidate mentioned,0,None of the above,0,".@PPact uses @Genius to strike back at Gov. Walker’s #GOPDebate remarks. 
http://t.co/0XuNYHIcFj http://t.co/6rYm6W4V1E","Brooklyn, NY",Eastern Time (US & Canada)
7426,Ted Cruz,0,None of the above,0,"So who is the most psychotic of Huckabee, Cruz, and Walker?

My pick is probably Cruz, given his Day 1 Goals for the Presidency.

#GOPDebate",ATL,America/Detroit
7427,No candidate mentioned,0,None of the above,0,Who wants to watch a debate where they are spoon fed little baby questions? Not me #GOPDebate,Georgia,Eastern Time (US & Canada)
7428,John Kasich,0,FOX News or Moderators,0,"#GOPDebate 

The only person who did worse than Kasich last night was Megyn Kelly…","Las Vegas, Siicon Valley, 北京上海",Pacific Time (US & Canada)
7429,No candidate mentioned,0,None of the above,0,"#GOPDebate proves the GOP has an impressive pile of shit for voters.
@OnPointRadio @McCormackJohn",Halloween Town,Central Time (US & Canada)
7430,No candidate mentioned,0,None of the above,2,RT @FreedomTexasMom: @IraHayes @megynkelly We saw thru her at #GOPDebate,"Raleigh, NC",Unknown
7431,Scott Walker,2,None of the above,0,"I loved it in the #GOPdebate when #ScottWalker asked rhetorically, ""How is Hillary Clinton going to lecture me?""","Halifax, Nova Scotia, Canada",Mid-Atlantic
7432,Rand Paul,0,None of the above,0,Rand's performance looks even worse when contrasted with his dad who used to stay calm and used substance in debates not bombast. #GOPDebate,"New York, NY",Quito
7433,Donald Trump,0,None of the above,0,"The fact that people are saying @realDonaldTrump ""won"" the first ""#GOPDebate"" speaks volumes for the GOP's chances in 2016.","Cincinnati, Ohio, USA",Eastern Time (US & Canada)
7434,No candidate mentioned,0,Foreign Policy,0,"Watching the #GOPDebate, are #GOP candidates #deluded or simply #idiots with zero understanding of international... http://t.co/0p808Jghri",Unknown,Central Time (US & Canada)
7435,No candidate mentioned,1,FOX News or Moderators,5,.@megynkelly Megyn Candy Crowley Kelly. Enough said. #kellyfile #FoxNews #GOPDebate .@FoxNews,Unknown,Eastern Time (US & Canada)
7436,No candidate mentioned,2,None of the above,1,"I missed the #GOPDebate (driving The Mother Road) but I did take a very satisfying bowel movement in Bushland, Texas. http://t.co/e0HUW70rRR","Orange County, CA",Unknown
7437,No candidate mentioned,1,None of the above,0,"#FactChecking the #GOPDebate, Late Edition http://t.co/4UvT0KTlXZ http://t.co/3XFXLefVbr",Everywhere,Eastern Time (US & Canada)
7438,No candidate mentioned,0,FOX News or Moderators,4,RT @JoePrich: .@megynkelly remember when you complained abt @CandyCrowley doing the EXACTLY what you did tonight? #GOPDebate http://t.co/tX…,Blossburg  PA,Central Time (US & Canada)
7439,No candidate mentioned,0,FOX News or Moderators,48,RT @AmyMek: How many Rhino's did @FoxNews pack this audience with!? #GOPDebate,Unknown,Atlantic Time (Canada)
7440,No candidate mentioned,1,Abortion,3,RT @chooseliferacer: Where is your candidate on the issue of #DefundPP #GOPDebate #unbornfeelpain http://t.co/ck7XvwZzsX,Unknown,Eastern Time (US & Canada)
7441,No candidate mentioned,1,None of the above,0,@6Dodges #GOPDebate What makes U electible? How would U beat Hillary-Democratic?,"Texas, USA",Unknown
7442,Donald Trump,1,None of the above,1,RM's Rick Vatz says @realDonaldTrump got snookered by @billclinton: http://t.co/yEtxHn47xO #mdpolitics #GOPDebate,Maryland,Eastern Time (US & Canada)
7443,Donald Trump,2,None of the above,0,@FoxNews @megynkelly @DanaPerino @GOP #RNC @Reince -&gt; WE raised OUR hands too! #GOPDebate @realDonaldTrump #MakeAmericaGreatAgain #NoAmnesty,Colorado River! Arizona,Arizona
7444,No candidate mentioned,0,None of the above,0,Jon Stewart America needs you! SMH at #GOPDebate. I guess the only logical thing to do was to attack a Democrat. Way to go Republicans.,Unknown,Unknown
7445,No candidate mentioned,0,None of the above,1,"“@Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate”","West Lafayette, IN",Eastern Time (US & Canada)
7446,Jeb Bush,0,None of the above,3,"RT @AJCGetSchooled: So what happened to education in last night's debate? It hardly came up http://t.co/15srsWwUeE
#edchat #GOPDebate #GaSc…","Denver, CO",Mazatlan
7447,No candidate mentioned,1,None of the above,0,"Or even Perry mentioning @CarlyFiorina as ""his"" ""Secretary of State"". She is running for #President #GOPDebate  https://t.co/bcqSo1Az29",Unknown,Unknown
7448,Donald Trump,1,None of the above,0,"https://t.co/pp6uzVFqQl #DonaldTrump ""I've given him plenty of money"" #TrumpWon #GOPDebate",Unknown,Atlantic Time (Canada)
7449,No candidate mentioned,0,None of the above,1,They were a mess!!! #GOPDebate  https://t.co/93SdCTvcQ9,DSU16,Unknown
7450,No candidate mentioned,1,None of the above,0,#HSMSelfie - It looks like Presidential Candidate #HillaryClinton watched the #GOPDebate with #KimKardashian &amp;... http://t.co/w1v7phcoph,Houston,Central Time (US & Canada)
7451,No candidate mentioned,0,Women's Issues (not abortion though),2,"RT @redostoneage: #GOPdebate; Meanwhile, Hillary Clinton Leads By Example: Pays Women Less Than Men http://t.co/PDJp3Qe4CU",Crossroads of America,Eastern Time (US & Canada)
7452,Donald Trump,0,None of the above,0,Has anyone noticed that Trump zealots are like the old Ron #PaulBots? #GOPDebate.  They were very skilled at stacking polls too.,Tampa,Eastern Time (US & Canada)
7453,No candidate mentioned,1,None of the above,0,#HSMSelfie - It looks like Presidential Candidate #HillaryClinton watched the #GOPDebate with… https://t.co/W4IvyzQL1U,713 - 225 - 202,Central Time (US & Canada)
7454,No candidate mentioned,0,FOX News or Moderators,0,#GOPDebate @megynkelly @BretBaier @ChrisWallace101 The questions were very good. The delivery was not as professional as it should have been,Depends on the day.,Pacific Time (US & Canada)
7455,No candidate mentioned,1,None of the above,2,'The vampire rises at dawn': Scarborough and Matthews blow up on #MSNBC's debate night coverage http://t.co/SXrWfVd6BG #WeGotEd #Gopdebate,Toledo Detroit,Eastern Time (US & Canada)
7456,No candidate mentioned,0,FOX News or Moderators,0,"#WhyWeAreALaughingstock. ""@GKMTNtwits: NEW STATEMENT on #GOPDEBATE: It's not a debate, it's an embarrassment:  @CorrectRecord #TruthMatter""",DC,Quito
7457,Donald Trump,0,FOX News or Moderators,0,Trump responds to @megynkelly question on misogyny with more misogyny #GOPDebate http://t.co/Pb5cgmO3V5 http://t.co/8PFdgltNAW,Estonia/Finland,Tallinn
7458,No candidate mentioned,1,FOX News or Moderators,0,Fox proved to MSM they belong to the anti-Republican media group. Dumpster-diving questions set bad tone! @megynkelly @FoxNews #GOPDebate,"Pocatello, ID",Unknown
7459,No candidate mentioned,0,FOX News or Moderators,0,"A Foxy, Rowdy Republican Debate. #GOPdebate @megynkelly really disappointed me. Biased much? http://t.co/rRqNTAAK3X","Mobile, AL",Central Time (US & Canada)
7460,Jeb Bush,0,Foreign Policy,0,"#GOPDebate #JebBush wants hopeful optimistic message. Like war with Iran, attacking Social Security, #WarOnWomen tactics, voter suppression",Madison Wisconsin,Central Time (US & Canada)
7461,Donald Trump,0,Racial issues,0,"#GOPDebate well, if #Trump wins, most latino voters will vote democrat for a while, won't they?","Charlotte, NC",Unknown
7462,Ted Cruz,1,None of the above,74,"RT @LessGovMoreFun: . ""The American People Want A President Who Will Tell The Truth"" --Sen. Ted Cruz
#GOPdebate
#CVN
#LessGovMoreFun http:/…","Dallas,Texas",Unknown
7463,No candidate mentioned,0,Healthcare (including Medicare),0,"Thank goodness for old quips, platitudes, slogans, and Obamacare in  #GOPDebate.  Without those, many questions would have had NO answers.",South Carolina,Eastern Time (US & Canada)
7464,No candidate mentioned,0,FOX News or Moderators,0,"More #KellyFailed @marklevinshow 
#GOPDebate 
https://t.co/NHVRaKPt8T","Arizona, Flagstaff-Phoenix",Pacific Time (US & Canada)
7465,Donald Trump,2,None of the above,0,Please Join Me to Congratulate @realDonaldTrump on his Success in #GOPDebate #MakeAmericaGreatAgain His 1st Debate! http://t.co/7AM5odCBvW,Sydney Australia,Sydney
7466,No candidate mentioned,1,None of the above,2,"RT @ChadTrim: ""WE NEED TO BUILD A WALL!!"" #GOPDebate http://t.co/ciyEdNFTRh","Columbia, MO",Central Time (US & Canada)
7467,Rand Paul,2,None of the above,30,RT @saadcrates: Watchign @RandPaul knock that self righteous fat half wit @ChrisChristie the F out was so worth it. Great reality TV #GOPDe…,Unknown,Unknown
7468,No candidate mentioned,2,Immigration,1,RT @EusebiaAq: @sternnschool Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LF…,nr manchester uk,London
7469,No candidate mentioned,0,Religion,142,"RT @julsmarietells: Conveniently, no candidate received a word from God that as President they should look after the poor, sick, &amp; disenfra…",oc x nyc,Eastern Time (US & Canada)
7470,No candidate mentioned,0,Abortion,19,RT @notlindsayyy: Republicans respect the rights of unborn fetuses more than they respect the rights of living women and it's disgusting #G…,Unknown,Unknown
7471,No candidate mentioned,2,None of the above,60,"RT @AnthonyCumia: This guy has my vote.
#GOPDebate http://t.co/yQ7Hu3Uv7s","Chandler, Arizona",Alaska
7472,Jeb Bush,2,None of the above,1,Jeb Bush was somewhat impressive  unlike trump which surprised  me.#GOPDebate,Unknown,Pacific Time (US & Canada)
7473,No candidate mentioned,0,None of the above,3,"RT @missumuggins: #GOPDebate 

HEY ALL OF YOU ON THAT STAGE..
THEY HAVE NAMES 

#AmirHekmati 

#SaeedAbedini 

#JasonRezaian 

#RobertLevin…","ÜT: 41.979296,-87.907449",Quito
7474,No candidate mentioned,2,None of the above,0,Enjoyed the #GOPDebate last night.  I think Trump stumbled.  Rubio was solid.  #anyonebuthillary,granger in,Central Time (US & Canada)
7475,Donald Trump,0,Women's Issues (not abortion though),1,"RT @RevChuckCurrie: #DonaldTrump retweeted comment calling @megynkelly a ""bimbo"" last night. This is a man who hates women. The @GOP front …",lala land,Arizona
7476,Donald Trump,0,None of the above,0,If you can't put Donald Trump in his place you don't deserve to be POTUS @GOP #GOPDebate,"33.437936,-111.99914",Quito
7477,Ted Cruz,0,None of the above,3,"RT @0IIIIIII0_GIRL: My take away from the #GOPDebate is that it could have been better, much better. Time for @tedcruz and @RealBenCarson w…",Living in Amerika,Unknown
7478,No candidate mentioned,0,None of the above,7,RT @writersrepublic: This is the worst stage play I've ever seen. #GOPDebate,I help run the @ch1con tumblr!,Eastern Time (US & Canada)
7479,Donald Trump,0,None of the above,0,@lindacohn why doesn't he belong? People like the other 9 puppets have been running this country into the ground for years. #GOPDebate,Unknown,Hawaii
7480,No candidate mentioned,0,Immigration,0,@CNN Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,America,Eastern Time (US & Canada)
7481,No candidate mentioned,0,Gun Control,4,"RT @HydeBlizzardbox: The Baxter Bean @TheBaxterBean 19h19 hours ago
""If guns don't kill people why are they strickly forbidden anywhere nea…",Unknown,Unknown
7482,Donald Trump,0,FOX News or Moderators,3,"RT @aduanebrown: @MegynKelly, ""You failed the American people tonight. You tried to make history, by destroying @realDonaldTrump."" #KellyFa…",United States,Unknown
7483,Donald Trump,1,None of the above,2,A little history from yours truly re: immigration sparring in #GOPDebate  https://t.co/m59gDl3ZGt,"Eugene, OR",Unknown
7484,No candidate mentioned,1,None of the above,5,"RT @GetWisdomDude: Did you miss the #GOPDebate ?
No Worries. Here's the doodled Recap via The Nation http://t.co/6TF5eiOcXq 
#UniteBlue htt…",Unknown,Unknown
7485,No candidate mentioned,0,FOX News or Moderators,1,Don't be mad at the moderators if your candidate can't handle a tough question. Maybe you should reconsider. #GOPDebate,Georgia,Eastern Time (US & Canada)
7486,No candidate mentioned,0,None of the above,2,"RT @TylerGroenendal: I wonder if fifty years from now, Republicans will still blindly cite Reagan to justify everything they do. #GOPDebate",Clavin Clollege,America/New_York
7487,Donald Trump,0,None of the above,7,RT @elisabetherapy: #Trump's tongue is as loose as a prostitute's vagina #GOPDebate,Unknown,Central Time (US & Canada)
7488,Scott Walker,2,None of the above,5,"RT @TheMurdochTimes: OK, sure. @RupertMurdoch: ""Scott Walker will be an interesting candidate."" #GOPDebate #US2016 https://t.co/QRBQCMeBuF","NSW, AUSTRALIA",Brisbane
7489,No candidate mentioned,0,None of the above,0,how can republicans still be republicans after watching the #GOPDebate ? tbh I'd run as far away from that party as possible,Unknown,Eastern Time (US & Canada)
7490,Donald Trump,0,None of the above,0,"Boy, it'll be so awesome when President Trump calls Angel Merkel a ""bimbo"". He's so cool. #GOPDebate #Trump2016",Maryland,Atlantic Time (Canada)
7491,No candidate mentioned,0,None of the above,0,"Kijivu, a gorilla in the Prague Zoo, reacts to primate aggression displays at the #GOPDebate in the U.S. #tcot http://t.co/SMMTaq0KjG","Scottsdale, Arizona",Pacific Time (US & Canada)
7492,No candidate mentioned,1,None of the above,192,RT @ZerlinaMaxwell: How are they going to find enough ppl for the SNL sketch where the joke is they just say verbatim quotes from this hila…,Devens MA,Eastern Time (US & Canada)
7493,Chris Christie,0,None of the above,3,"RT @BachmannsBrain: Wow, I forgot Chris Christie was even there. The smell of desperation, flop sweat, and salami would have tipped me off.…",Unknown,Unknown
7494,Marco Rubio,1,None of the above,0,My top picks @marcorubio @ScottWalker @tedcruz @CarlyFiorina  #GOPDebate #2016election,"Westfield, IN",Eastern Time (US & Canada)
7495,No candidate mentioned,1,None of the above,0,@grapesfrog did you see the #GOPDebate last night? I had a hard time finding the live video here. Didn't think they wanted it too visible.,"iPhone: 40.738785,-73.994186",Pacific Time (US & Canada)
